院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
江西师范大学科学技术学院,江西,江西省教育厅,综合,本科,115.924164,28.675455
赣南师范大学科技学院,江西,江西省教育厅,师范,本科, , 
江西科技师范大学理工学院,江西,江西省教育厅,工科,本科,115.753025,28.611947
江西财经大学现代经济管理学院,江西,江西省教育厅,财经,本科,115.835505,28.733475
豫章师范学院,江西,江西省教育厅,师范,本科/高职(专科),115.893402,28.689137
江西中医药高等专科学校,江西,江西省教育厅,医药,高职(专科), , 
江西软件职业技术大学,江西,江西省教育厅,工科,高职(专科),115.971100,28.729115
江西经济管理职业学院,江西,江西省教育厅,财经,高职(专科),115.801233,28.639459
江西制造职业技术学院,江西,江西省教育厅,工科,高职(专科),116.002663,28.671990
江西工程职业学院,江西,江西省教育厅,综合,高职(专科),115.897816,28.649573
江西青年职业学院,江西,江西省教育厅,综合,高职(专科),115.828134,28.758597
上饶职业技术学院,江西,江西省教育厅,工科,高职(专科),117.902457,28.478480
江西航空职业技术学院,江西,江西省教育厅,工科,高职(专科),115.931309,28.492827
江西农业工程职业学院,江西,江西省教育厅,农业,高职(专科), , 
赣西科技职业学院,江西,江西省教育厅,综合,高职(专科),114.932442,27.832289
江西卫生职业学院,江西,江西省教育厅,医药,高职(专科),115.892249,28.573661
江西新能源科技职业学院,江西,江西省教育厅,工科,高职(专科),115.909228,28.675696
江西枫林涉外经贸职业学院,江西,江西省教育厅,财经,高职(专科),115.731621,28.723786
江西泰豪动漫职业学院,江西,江西省教育厅,艺术,高职(专科),115.973575,28.692116
江西冶金职业技术学院,江西,江西省教育厅,工科,高职(专科), , 
江西管理职业学院,江西,江西省教育厅,综合,高职(专科),115.822995,28.763584
江西传媒职业学院,江西,江西省教育厅,工科,高职(专科),115.956964,28.746302
江西工商职业技术学院,江西,江西省教育厅,工科,高职(专科),115.882823,28.587287
景德镇陶瓷职业技术学院,江西,江西省教育厅,工科,高职(专科),117.231222,29.363516
共青科技职业学院,江西,江西省教育厅,工科,高职(专科),115.807892,29.248739
南昌师范学院,江西,江西省教育厅,师范,高职(专科),115.803861,28.722631
赣州师范高等专科学校,江西,江西省教育厅,师范,高职(专科),114.895735,25.792692
江西水利职业学院,江西,江西省教育厅,工科,高职(专科),115.874854,28.751433
宜春幼儿师范高等专科学校,江西,江西省教育厅,师范,高职(专科),115.543536,28.546642
吉安职业技术学院,江西,江西省教育厅,综合,高职(专科),114.923765,27.094085
江西洪州职业学院,江西,江西省教育厅,综合,高职(专科),115.937864,28.562360
江西师范高等专科学校,江西,江西省教育厅,师范,高职(专科),115.776321,28.665172
南昌影视传播职业学院,江西,江西省教育厅,综合,高职(专科),115.954669,28.743961
赣南卫生健康职业学院,江西,江西省教育厅,医药,高职(专科), , 
萍乡卫生职业学院,江西,江西省教育厅,医药,高职(专科),113.854556,27.622768
江西婺源茶业职业学院,江西,江西省教育厅,综合,高职(专科),117.861798,29.248086
赣州职业技术学院,江西,江西省教育厅,综合,高职(专科),114.964758,25.846363
上饶幼儿师范高等专科学校,江西,江西省教育厅,师范,高职(专科),117.980261,28.421389
抚州幼儿师范高等专科学校,江西,江西省教育厅,师范,高职(专科),116.412022,27.947055
南昌教育学院,江西,江西省教育厅,师范,高职(专科),115.731523,28.723272
江西经济管理干部学院,江西,江西省教育厅,综合,高职(专科),115.799397,28.640391
陆军步兵学院,江西,中央军委训练管理部,综合,本科,115.637337,23.068914
山东大学,山东,教育部,综合,本科,117.059475,36.678325
中国海洋大学,山东,教育部,综合,本科,120.336266,36.061840
山东科技大学,山东,山东省教育厅,综合,本科/高职(专科),116.972698,36.678025
中国石油大学(华东),山东,教育部,工科,本科,108.648277,21.973679
青岛科技大学,山东,山东省教育厅,工科,本科/高职(专科),120.386711,36.150162
济南大学,山东,山东省教育厅,综合,本科/高职(专科),116.964624,36.614668
青岛理工大学,山东,山东省教育厅,工科,本科/高职(专科),120.205632,35.973277
山东建筑大学,山东,山东省教育厅,工科,本科/高职(专科),117.181744,36.686719
齐鲁工业大学,山东,山东省教育厅,工科,本科,118.057846,36.794289
山东理工大学,山东,山东省教育厅,工科,本科/高职(专科), , 
山东农业大学,山东,山东省教育厅,农业,本科/高职(专科),117.003038,36.606030
青岛农业大学,山东,山东省教育厅,农业,本科/高职(专科),120.395817,36.319084
潍坊医学院,山东,山东省教育厅,医药,本科/高职(专科),119.133590,36.705800
山东第一医科大学,山东,山东省教育厅,医药,本科/高职(专科), , 
滨州医学院,山东,山东省教育厅,医药,本科/高职(专科),118.011295,37.374135
山东中医药大学,山东,山东省教育厅,医药,本科/高职(专科),116.801628,36.560726
山东医学高等专科学校,山东,山东省教育厅,医药,高职(专科),116.990404,36.610658
济宁医学院,山东,山东省教育厅,医药,本科/高职(专科),116.580121,35.335051
菏泽医学专科学校,山东,山东省教育厅,医药,高职(专科),115.475539,35.271334
山东师范大学,山东,山东省教育厅,师范,本科/高职(专科),117.037469,36.650945
曲阜师范大学,山东,山东省教育厅,师范,本科/高职(专科),116.967086,35.595249
聊城大学,山东,山东省教育厅,综合,本科/高职(专科),116.011980,36.430933
德州学院,山东,山东省教育厅,综合,本科/高职(专科),116.331474,37.467262
滨州学院,山东,山东省教育厅,师范,本科/高职(专科),117.989190,37.385168
鲁东大学,山东,山东省教育厅,综合,本科/高职(专科),121.359238,37.523045
临沂大学,山东,山东省教育厅,综合,本科/高职(专科),118.289750,35.119762
泰山学院,山东,山东省教育厅,综合,本科/高职(专科),117.110119,36.193700
济宁学院,山东,山东省教育厅,师范,本科/高职(专科),116.953453,35.551693
菏泽学院,山东,山东省教育厅,综合,本科/高职(专科),115.466462,35.271317
山东财经大学,山东,山东省教育厅,财经,本科,117.070240,36.644150
山东体育学院,山东,山东省教育厅,体育,本科,117.195066,36.685745
山东艺术学院,山东,山东省教育厅,艺术,本科/高职(专科),117.045725,36.655686
齐鲁医药学院,山东,山东省教育厅,医药,本科/高职(专科),109.637230,34.895592
山东商业职业技术学院,山东,山东省教育厅,财经,高职(专科),117.270809,36.633903
青岛滨海学院,山东,山东省教育厅,综合,本科/高职(专科),120.165975,35.982276
枣庄学院,山东,山东省教育厅,综合,本科/高职(专科),117.537231,34.900274
山东工艺美术学院,山东,山东省教育厅,艺术,本科/高职(专科),117.041476,36.645523
青岛大学,山东,山东省教育厅,综合,本科/高职(专科),120.423644,36.067508
烟台大学,山东,山东省教育厅,综合,本科/高职(专科),121.459149,37.475408
潍坊学院,山东,山东省教育厅,综合,本科/高职(专科),119.180186,36.717414
山东警察学院,山东,山东省教育厅,政法,本科/高职(专科),117.052587,36.653645
山东交通学院,山东,山东省教育厅,工科,本科/高职(专科),116.793072,36.537932
山东工商学院,山东,山东省教育厅,工科,本科/高职(专科), , 
山东电力高等专科学校,山东,山东省教育厅,工科,高职(专科),117.025944,36.596122
日照职业技术学院,山东,山东省教育厅,综合,高职(专科),119.539614,35.461906
曲阜远东职业技术学院,山东,山东省教育厅,综合,高职(专科),117.113179,35.780834
青岛职业技术学院,山东,山东省教育厅,综合,高职(专科),120.161193,35.970578
威海职业学院,山东,山东省教育厅,综合,高职(专科),121.940261,37.433878
山东职业学院,山东,山东省教育厅,工科,高职(专科),117.327286,36.670010
山东劳动职业技术学院,山东,山东省教育厅,工科,高职(专科),116.972856,36.646500
莱芜职业技术学院,山东,山东省教育厅,综合,高职(专科),117.729535,36.239367
山东女子学院,山东,山东省教育厅,综合,本科/高职(专科),116.824208,36.556150
烟台南山学院,山东,山东省教育厅,工科,本科/高职(专科),120.439049,37.728962
济宁职业技术学院,山东,山东省教育厅,综合,高职(专科),116.591881,35.435297
潍坊职业学院,山东,山东省教育厅,综合,高职(专科),119.142296,36.714624
烟台职业学院,山东,山东省教育厅,综合,高职(专科),121.535019,37.435889
东营职业学院,山东,山东省教育厅,综合,高职(专科),118.623581,37.436002
聊城职业技术学院,山东,山东省教育厅,综合,高职(专科),115.996768,36.484490
滨州职业学院,山东,山东省教育厅,综合,高职(专科),117.998738,37.418529
山东科技职业学院,山东,山东省教育厅,工科,高职(专科),117.508618,36.665656
山东服装职业学院,山东,山东省教育厅,综合,高职(专科), , 
德州科技职业学院,山东,山东省教育厅,综合,高职(专科),116.614844,36.943267
潍坊科技学院,山东,山东省教育厅,综合,本科/高职(专科),118.775270,36.884567
山东力明科技职业学院,山东,山东省教育厅,综合,高职(专科),116.890798,36.583871
山东圣翰财贸职业学院,山东,山东省教育厅,综合,高职(专科),116.852320,36.568082
山东水利职业学院,山东,山东省教育厅,工科,高职(专科), , 
山东畜牧兽医职业学院,山东,山东省教育厅,农业,高职(专科), , 
青岛飞洋职业技术学院,山东,山东省教育厅,综合,高职(专科),120.325473,36.316254
山东英才学院,山东,山东省教育厅,综合,本科/高职(专科),117.321880,36.687809
东营科技职业学院,山东,山东省教育厅,综合,高职(专科),118.623581,37.436002
山东交通职业学院,山东,山东省教育厅,工科,高职(专科),117.327286,36.670010
淄博职业学院,山东,山东省教育厅,综合,高职(专科),117.935459,36.838158
山东外贸职业学院,山东,山东省教育厅,财经,高职(专科), , 
青岛酒店管理职业技术学院,山东,山东省教育厅,财经,高职(专科),120.489307,36.169157
山东信息职业技术学院,山东,山东省教育厅,工科,高职(专科), , 
青岛港湾职业技术学院,山东,山东省教育厅,工科,高职(专科),120.021565,35.814715
青岛恒星科技学院,山东,山东省教育厅,综合,本科/高职(专科),120.491060,36.174510
山东胜利职业学院,山东,山东省教育厅,工科,高职(专科), , 
山东经贸职业学院,山东,山东省教育厅,综合,高职(专科), , 
山东工业职业学院,山东,山东省教育厅,工科,高职(专科), , 
山东化工职业学院,山东,山东省教育厅,综合,高职(专科), , 
青岛黄海学院,山东,山东省教育厅,综合,本科/高职(专科),120.111275,35.925255
青岛求实职业技术学院,山东,山东省教育厅,综合,高职(专科),120.342559,36.231564
山东现代学院,山东,山东省教育厅,综合,本科,117.045052,36.721488
济南职业学院,山东,山东省教育厅,综合,高职(专科),117.263477,36.632435
山东协和学院,山东,山东省教育厅,医药,本科/高职(专科),117.209974,36.822131
烟台工程职业技术学院,山东,山东省教育厅,工科,高职(专科),121.226794,37.559603
山东工程职业技术大学,山东,山东省教育厅,工科,本科, , 
烟台大学文经学院,山东,山东省教育厅,综合,本科/高职(专科),121.476085,37.455284
青岛理工大学琴岛学院,山东,山东省教育厅,工科,本科/高职(专科),120.505401,36.307095
山东财经大学燕山学院,山东,山东省教育厅,综合,本科,117.504097,36.654513
中国石油大学胜利学院,山东,山东省教育厅,工科,本科/高职(专科),118.547279,37.466484
山东外国语职业技术大学,山东,山东省教育厅,语言,本科, , 
潍坊工商职业学院,山东,山东省教育厅,财经,高职(专科),119.495245,35.964160
德州职业技术学院,山东,山东省教育厅,工科,高职(专科),116.614063,36.942331
枣庄科技职业学院,山东,山东省教育厅,工科,高职(专科),117.189208,35.102964
山东科技大学泰山科技学院,山东,山东省教育厅,综合,本科/高职(专科),117.133838,36.200531
淄博师范高等专科学校,山东,山东省教育厅,师范,高职(专科),117.896166,36.661066
山东中医药高等专科学校,山东,山东省教育厅,医药,高职(专科), , 
济南工程职业技术学院,山东,山东省教育厅,工科,高职(专科),117.511442,36.667904
山东电子职业技术学院,山东,山东省教育厅,工科,高职(专科),117.519112,36.664516
山东华宇工学院,山东,山东省教育厅,工科,本科/高职(专科),117.020359,36.668530
山东旅游职业学院,山东,山东省教育厅,综合,高职(专科),117.538571,36.672747
山东铝业职业学院,山东,山东省教育厅,工科,高职(专科), , 
山东杏林科技职业学院,山东,山东省教育厅,综合,高职(专科),117.543695,36.677312
泰山职业技术学院,山东,山东省教育厅,综合,高职(专科),117.175958,36.222118
山东外事职业大学,山东,山东省教育厅,综合,本科, , 
山东药品食品职业学院,山东,山东省教育厅,医药,高职(专科), , 
青岛工学院,山东,山东省教育厅,综合,本科,120.020606,36.239546
青岛农业大学海都学院,山东,山东省教育厅,综合,本科/高职(专科),120.395817,36.319084
齐鲁理工学院,山东,山东省教育厅,综合,本科/高职(专科),117.543236,36.678890
山东财经大学东方学院,山东,山东省教育厅,综合,本科/高职(专科),117.070240,36.644150
潍坊理工学院,山东,山东省教育厅,综合,本科/高职(专科),119.161755,36.706774
聊城大学东昌学院,山东,山东省教育厅,综合,本科/高职(专科),116.038763,36.452831
济南大学泉城学院,山东,山东省教育厅,综合,本科,117.018541,36.629921
山东商务职业学院,山东,山东省教育厅,综合,高职(专科),117.065764,36.672340
山东轻工职业学院,山东,山东省教育厅,工科,高职(专科),117.327286,36.670010
山东城市建设职业学院,山东,山东省教育厅,综合,高职(专科),117.271598,36.640324
烟台汽车工程职业学院,山东,山东省教育厅,工科,高职(专科),121.246497,37.448402
山东司法警官职业学院,山东,山东省教育厅,政法,高职(专科),117.067817,36.643963
山东政法学院,山东,山东省教育厅,政法,本科/高职(专科),117.086089,36.664710
菏泽家政职业学院,山东,山东省教育厅,综合,高职(专科),116.097178,34.759763
山东传媒职业学院,山东,山东省教育厅,艺术,高职(专科),117.067129,36.653720
临沂职业学院,山东,山东省教育厅,工科,高职(专科),118.287792,35.010409
枣庄职业学院,山东,山东省教育厅,工科,高职(专科),117.299654,34.827930
山东理工职业学院,山东,山东省教育厅,综合,高职(专科),117.327286,36.670010
山东文化产业职业学院,山东,山东省教育厅,工科,高职(专科), , 
齐鲁师范学院,山东,山东省教育厅,师范,本科/高职(专科),117.496300,36.658379
山东青年政治学院,山东,山东省教育厅,综合,本科/高职(专科),117.239705,36.672204
青岛远洋船员职业学院,山东,山东省教育厅,工科,高职(专科),120.395228,36.077274
北京电影学院现代创意媒体学院,山东,山东省教育厅,艺术,本科,116.356356,39.970156
济南幼儿师范高等专科学校,山东,山东省教育厅,师范,高职(专科),116.800466,36.501580
济南护理职业学院,山东,山东省教育厅,医药,高职(专科),117.229053,36.640167
泰山护理职业学院,山东,山东省教育厅,医药,高职(专科),117.007019,36.183518
山东海事职业学院,山东,山东省教育厅,工科,高职(专科), , 
潍坊护理职业学院,山东,山东省教育厅,医药,高职(专科),119.126795,36.681486
潍坊工程职业学院,山东,山东省教育厅,工科,高职(专科),118.480839,36.630168
山东管理学院,山东,山东省教育厅,综合,本科/高职(专科),116.784964,36.530134
山东农业工程学院,山东,山东省教育厅,综合,本科/高职(专科),117.094778,36.694750
菏泽职业学院,山东,山东省教育厅,综合,高职(专科),115.477843,35.279194
山东艺术设计职业学院,山东,山东省教育厅,艺术,高职(专科),117.049829,36.710011
威海海洋职业学院,山东,山东省教育厅,农业,高职(专科),122.439253,37.063951
山东特殊教育职业学院,山东,山东省教育厅,综合,高职(专科),116.962002,36.617175
烟台黄金职业学院,山东,山东省教育厅,综合,高职(专科),120.244723,37.529290
日照航海工程职业学院,山东,山东省教育厅,综合,高职(专科),119.524582,35.469926
哈尔滨工业大学(威海),山东,工业和信息化部,工科,本科,126.632884,45.743721
山东大学威海分校,山东,教育部,综合,本科,122.069380,37.529259
聊城教育学院,山东,山东省教育厅,师范,高职(专科),115.967966,36.440201
海军潜艇学院,山东,中央军委训练管理部,综合,本科,110.104691,19.443855
海军航空大学,山东,中央军委训练管理部,综合,本科,110.104691,19.443855
华北水利水电大学,河南,河南省教育厅,工科,本科/高职(专科),113.674683,34.811325
郑州大学,河南,河南省教育厅,综合,本科/高职(专科),113.533269,34.820615
河南理工大学,河南,河南省教育厅,工科,本科/高职(专科),113.890398,34.792194
郑州轻工业大学,河南,河南省教育厅,工科,本科/高职(专科),113.651230,34.795126
河南工业大学,河南,河南省教育厅,工科,本科/高职(专科),113.549923,34.830976
河南科技大学,河南,河南省教育厅,综合,本科/高职(专科),113.637549,34.720551
中原工学院,河南,河南省教育厅,工科,本科/高职(专科),113.589593,34.746245
河南农业大学,河南,河南省教育厅,农业,本科/高职(专科),113.664109,34.784842
河南科技学院,河南,河南省教育厅,师范,本科/高职(专科),113.672872,34.683950
河南牧业经济学院,河南,河南省教育厅,农业,本科/高职(专科),113.640594,34.860650
河南中医药大学,河南,河南省教育厅,医药,本科/高职(专科),113.802230,34.784293
新乡医学院,河南,河南省教育厅,医药,本科,113.933662,35.289280
河南大学,河南,河南省教育厅,综合,本科/高职(专科),113.541989,34.792565
河南师范大学,河南,河南省教育厅,师范,本科/高职(专科),113.849865,34.780709
信阳师范学院,河南,河南省教育厅,师范,本科/高职(专科),114.124345,32.162588
周口师范学院,河南,河南省教育厅,师范,本科/高职(专科),114.682609,33.635594
安阳师范学院,河南,河南省教育厅,师范,本科/高职(专科),114.366493,36.058769
许昌学院,河南,河南省教育厅,工科,本科/高职(专科),113.871198,34.046757
南阳师范学院,河南,河南省教育厅,师范,本科/高职(专科),112.536167,32.993422
洛阳师范学院,河南,河南省教育厅,师范,本科/高职(专科),112.472910,34.656570
商丘师范学院,河南,河南省教育厅,师范,本科/高职(专科),115.631152,34.423498
河南财经政法大学,河南,河南省教育厅,财经,本科/高职(专科),113.820076,34.782041
郑州航空工业管理学院,河南,河南省教育厅,财经,本科/高职(专科),113.644458,34.717369
河南职业技术学院,河南,河南省教育厅,工科,高职(专科),113.789621,34.796521
漯河职业技术学院,河南,河南省教育厅,工科,高职(专科),114.009222,33.569057
三门峡职业技术学院,河南,河南省教育厅,工科,高职(专科),111.163644,34.785928
郑州铁路职业技术学院,河南,河南省教育厅,工科,高职(专科),113.887900,34.795304
黄淮学院,河南,河南省教育厅,师范,本科/高职(专科),114.007050,33.008121
平顶山学院,河南,河南省教育厅,师范,本科/高职(专科),113.208719,33.747473
郑州工程技术学院,河南,河南省教育厅,工科,高职(专科),113.649368,34.863612
开封大学,河南,河南省教育厅,工科,高职(专科),114.331624,34.827151
洛阳理工学院,河南,河南省教育厅,综合,本科/高职(专科),112.422346,34.612397
新乡学院,河南,河南省教育厅,工科,本科/高职(专科),113.942183,35.291233
信阳农林学院,河南,河南省教育厅,农业,本科/高职(专科),114.124905,32.161295
河南工学院,河南,河南省教育厅,工科,本科,113.697165,34.617917
安阳工学院,河南,河南省教育厅,工科,本科/高职(专科),114.351798,36.065146
河南工程学院,河南,河南省教育厅,工科,本科/高职(专科),113.696538,34.616148
焦作大学,河南,河南省教育厅,工科,高职(专科),113.280382,35.213434
河南财政金融学院,河南,河南省教育厅,财经,本科/高职(专科),113.861558,34.777421
南阳理工学院,河南,河南省教育厅,工科,本科/高职(专科),112.552877,32.967697
河南城建学院,河南,河南省教育厅,工科,本科/高职(专科), , 
濮阳职业技术学院,河南,河南省教育厅,工科,高职(专科),114.955977,35.770218
河南警察学院,河南,河南省教育厅,政法,本科/高职(专科),113.821293,34.790369
郑州电力高等专科学校,河南,河南省教育厅,工科,高职(专科),113.897857,34.798356
黄河科技学院,河南,河南省教育厅,工科,本科/高职(专科),113.617409,34.704536
焦作师范高等专科学校,河南,河南省教育厅,师范,高职(专科),113.273646,35.212627
黄河水利职业技术学院,河南,河南省教育厅,工科,高职(专科),114.342491,34.799469
许昌职业技术学院,河南,河南省教育厅,工科,高职(专科),113.883168,34.017072
河南工业和信息化职业学院,河南,河南省教育厅,综合,高职(专科), , 
河南水利与环境职业学院,河南,河南省教育厅,工科,高职(专科),113.678644,34.800718
铁道警察学院,河南,公安部,政法,高职(专科),113.651993,34.788284
商丘职业技术学院,河南,河南省教育厅,财经,高职(专科),115.656068,34.374016
郑州科技学院,河南,河南省教育厅,工科,本科/高职(专科),113.509411,34.708042
郑州工业应用技术学院,河南,河南省教育厅,工科,本科/高职(专科),113.757387,34.412526
平顶山工业职业技术学院,河南,河南省教育厅,工科,高职(专科),113.288603,33.710360
周口职业技术学院,河南,河南省教育厅,工科,高职(专科),114.727800,33.632200
济源职业技术学院,河南,河南省教育厅,工科,高职(专科),112.602085,35.076022
河南司法警官职业学院,河南,河南省教育厅,政法,高职(专科),113.814693,34.779717
鹤壁职业技术学院,河南,河南省教育厅,工科,高职(专科),114.283473,35.713855
河南工业职业技术学院,河南,河南省教育厅,工科,高职(专科),113.791245,34.796715
郑州澍青医学高等专科学校,河南,河南省教育厅,医药,高职(专科),113.534193,34.698093
郑州师范学院,河南,河南省教育厅,师范,本科/高职(专科),113.654690,34.862647
郑州财经学院,河南,河南省教育厅,财经,高职(专科),113.597740,34.862496
黄河交通学院,河南,河南省教育厅,工科,高职(专科),117.166725,34.276791
河南检察职业学院,河南,河南省教育厅,政法,高职(专科),113.707646,34.607285
商丘工学院,河南,河南省教育厅,工科,本科/高职(专科),115.688379,34.420832
河南大学民生学院,河南,河南省教育厅,财经,本科,113.541989,34.792565
河南师范大学新联学院,河南,河南省教育厅,师范,本科,113.850026,34.780188
信阳学院,河南,河南省教育厅,师范,本科/高职(专科),114.125159,32.166673
安阳学院,河南,河南省教育厅,师范,本科/高职(专科),114.394559,36.024818
新乡医学院三全学院,河南,河南省教育厅,医药,本科/高职(专科),113.680162,34.992731
河南科技学院新科学院,河南,河南省教育厅,工科,本科,113.672872,34.683950
郑州工商学院,河南,河南省教育厅,工科,本科/高职(专科),113.892763,34.794529
中原工学院信息商务学院,河南,河南省教育厅,财经,本科/高职(专科),113.719897,34.615414
河南质量工程职业学院,河南,河南省教育厅,工科,高职(专科), , 
郑州信息科技职业学院,河南,河南省教育厅,工科,高职(专科),113.802772,34.803508
漯河医学高等专科学校,河南,河南省教育厅,医药,高职(专科),114.095617,33.604041
南阳医学高等专科学校,河南,河南省教育厅,医药,高职(专科),112.497917,32.965600
商丘医学高等专科学校,河南,河南省教育厅,医药,高职(专科),115.618663,34.396946
郑州电子信息职业技术学院,河南,河南省教育厅,工科,高职(专科),114.031109,34.701103
信阳职业技术学院,河南,河南省教育厅,师范,高职(专科),114.131621,32.160869
嵩山少林武术职业学院,河南,河南省教育厅,体育,高职(专科),113.036339,34.432526
郑州工业安全职业学院,河南,河南省教育厅,工科,高职(专科),113.682983,34.531776
永城职业学院,河南,河南省教育厅,工科,高职(专科),116.457502,33.916299
河南经贸职业学院,河南,河南省教育厅,财经,高职(专科),113.798571,34.800796
河南交通职业技术学院,河南,河南省教育厅,工科,高职(专科),113.893707,34.788031
河南农业职业学院,河南,河南省教育厅,农业,高职(专科),114.015171,34.723967
郑州旅游职业学院,河南,河南省教育厅,财经,高职(专科),113.697408,34.724839
郑州职业技术学院,河南,河南省教育厅,工科,高职(专科),113.451201,34.763833
河南信息统计职业学院,河南,河南省教育厅,综合,高职(专科),113.686668,34.799158
河南林业职业学院,河南,河南省教育厅,林业,高职(专科), , 
河南工业贸易职业学院,河南,河南省教育厅,财经,高职(专科),113.688321,34.639150
商丘学院,河南,河南省教育厅,综合,本科/高职(专科),115.720275,34.406063
郑州商学院,河南,河南省教育厅,财经,本科/高职(专科),113.890209,34.791865
郑州电力职业技术学院,河南,河南省教育厅,工科,高职(专科),113.993215,34.721083
河南科技职业大学,河南,河南省教育厅,工科,高职(专科),113.713062,34.673657
河南建筑职业技术学院,河南,河南省教育厅,工科,高职(专科),113.523795,34.711557
漯河食品职业学院,河南,河南省教育厅,综合,高职(专科),113.989368,33.603906
郑州城市职业学院,河南,河南省教育厅,工科,高职(专科),113.339534,34.546319
安阳职业技术学院,河南,河南省教育厅,综合,高职(专科),114.379084,36.034424
新乡职业技术学院,河南,河南省教育厅,综合,高职(专科),114.043814,35.278980
驻马店职业技术学院,河南,河南省教育厅,工科,高职(专科),113.999691,33.003813
焦作工贸职业学院,河南,河南省教育厅,工科,未知,113.082611,35.160220
许昌陶瓷职业学院,河南,河南省教育厅,工科,高职(专科),113.497225,34.175354
郑州理工职业学院,河南,河南省教育厅,工科,高职(专科),113.706696,34.437385
郑州信息工程职业学院,河南,河南省教育厅,工科,未知,113.461268,34.744309
长垣烹饪职业技术学院,河南,河南省教育厅,工科,高职(专科),114.661136,35.183440
开封文化艺术职业学院,河南,河南省教育厅,艺术,高职(专科),114.337936,34.821980
河南应用技术职业学院,河南,河南省教育厅,工科,高职(专科),113.539270,34.772537
河南艺术职业学院,河南,河南省教育厅,艺术,未知,113.895040,34.783070
郑州升达经贸管理学院,河南,河南省教育厅,财经,本科,113.689000,34.597500
河南机电职业学院,河南,河南省教育厅,工科,高职(专科),113.716970,34.592230
河南护理职业学院,河南,河南省教育厅,医药,高职(专科), , 
许昌电气职业学院,河南,河南省教育厅,工科,高职(专科),113.856447,34.067325
信阳涉外职业技术学院,河南,河南省教育厅,工科,高职(专科),114.882752,31.674765
鹤壁汽车工程职业学院,河南,河南省教育厅,工科,高职(专科),114.311325,35.703405
南阳职业学院,河南,河南省教育厅,工科,高职(专科),111.490844,33.352419
郑州商贸旅游职业学院,河南,河南省教育厅,财经,高职(专科),113.502518,34.762910
河南推拿职业学院,河南,河南省教育厅,医药,高职(专科), , 
洛阳职业技术学院,河南,河南省教育厅,工科,高职(专科),112.290034,34.687361
郑州幼儿师范高等专科学校,河南,河南省教育厅,师范,高职(专科),113.671257,34.761560
安阳幼儿师范高等专科学校,河南,河南省教育厅,师范,高职(专科),114.386133,35.939324
郑州黄河护理职业学院,河南,河南省教育厅,医药,高职(专科),113.527065,34.787296
河南医学高等专科学校,河南,河南省教育厅,医药,高职(专科),113.704653,34.618956
郑州财税金融职业学院,河南,河南省教育厅,财经,高职(专科),113.717378,34.705318
南阳农业职业学院,河南,河南省教育厅,农业,高职(专科),112.517273,32.981365
洛阳科技职业学院,河南,河南省教育厅,综合,高职(专科),112.290034,34.687361
鹤壁能源化工职业学院,河南,河南省教育厅,工科,高职(专科),114.307616,35.705593
平顶山文化艺术职业学院,河南,河南省教育厅,艺术,高职(专科),113.072566,33.852963
濮阳医学高等专科学校,河南,河南省教育厅,医药,高职(专科),114.992026,35.811508
三门峡社会管理职业学院,河南,河南省教育厅,综合,高职(专科),111.013045,34.697207
河南轻工职业学院,河南,河南省教育厅,综合,高职(专科),113.508970,34.813627
河南测绘职业学院,河南,河南省教育厅,工科,高职(专科),113.859090,34.786289
信阳航空职业学院,河南,河南省教育厅,综合,高职(专科),114.091023,32.146983
郑州卫生健康职业学院,河南,河南省教育厅,医药,高职(专科),113.625368,34.746599
河南物流职业学院,河南,河南省教育厅,综合,高职(专科),113.753602,34.765515
河南地矿职业学院,河南,河南省教育厅,综合,高职(专科),113.849173,34.789085
郑州西亚斯学院,河南,河南省教育厅,综合,本科,113.766122,34.408771
第一拖拉机制造厂拖拉机学院,河南,河南省教育厅,工科,高职(专科), , 
河南教育学院,河南,河南省教育厅,师范,高职(专科),113.805627,34.803360
平顶山职业技术学院,河南,河南省教育厅,师范,高职(专科),113.288868,33.709476
战略支援部队信息工程大学,河南,中央军委训练管理部,综合,本科,118.723038,32.204399
武汉大学,湖北,教育部,综合,本科/高职(专科),114.365248,30.537860
华中科技大学,湖北,教育部,综合,本科/高职(专科),114.434479,30.511049
武汉科技大学,湖北,湖北省教育厅,工科,本科/高职(专科),114.370253,30.623761
长江大学,湖北,湖北省教育厅,综合,本科/高职(专科),112.212776,30.334261
武汉工程大学,湖北,湖北省教育厅,工科,本科/高职(专科),114.390726,30.503300
中国地质大学(武汉),湖北,教育部,工科,本科,114.400065,30.528835
武汉纺织大学,湖北,湖北省教育厅,工科,本科/高职(专科),114.398806,30.485637
武汉轻工大学,湖北,湖北省教育厅,工科,本科/高职(专科),114.237573,30.638471
武汉理工大学,湖北,教育部,工科,本科,114.352748,30.514768
湖北工业大学,湖北,湖北省教育厅,工科,本科/高职(专科),114.310157,30.483684
华中农业大学,湖北,教育部,农业,本科,114.356026,30.474377
湖北中医药大学,湖北,湖北省教育厅,医药,本科/高职(专科),114.313941,30.550891
华中师范大学,湖北,教育部,师范,本科/高职(专科),114.026222,22.537685
湖北大学,湖北,湖北省教育厅,综合,本科/高职(专科),114.331617,30.576571
湖北师范大学,湖北,湖北省教育厅,师范,本科/高职(专科),114.363390,30.516798
黄冈师范学院,湖北,湖北省教育厅,师范,本科/高职(专科),114.929830,30.446660
