院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
云南城市建设职业学院,云南,云南省教育厅,综合,高职(专科),103.004634,25.234660
云南工程职业学院,云南,云南省教育厅,综合,高职(专科),102.437844,24.895535
云南工商学院,云南,云南省教育厅,综合,本科/高职(专科),103.006584,25.239685
曲靖医学高等专科学校,云南,云南省教育厅,医药,高职(专科),103.743816,25.520857
楚雄医药高等专科学校,云南,云南省教育厅,医药,高职(专科),101.497300,25.079842
保山中医药高等专科学校,云南,云南省教育厅,医药,高职(专科),99.150300,25.104807
丽江师范高等专科学校,云南,云南省教育厅,师范,高职(专科),100.282370,26.887209
德宏师范高等专科学校,云南,云南省教育厅,师范,高职(专科),98.583976,24.422304
云南新兴职业学院,云南,云南省教育厅,综合,高职(专科),102.853060,24.981092
滇西科技师范学院,云南,云南省教育厅,师范,高职(专科), , 
云南锡业职业技术学院,云南,云南省教育厅,工科,高职(专科), , 
云南经贸外事职业学院,云南,云南省教育厅,财经,高职(专科),102.597675,24.791272
云南三鑫职业技术学院,云南,云南省教育厅,综合,高职(专科),102.689294,25.065303
德宏职业学院,云南,云南省教育厅,综合,高职(专科),98.582708,24.415286
云南商务职业学院,云南,云南省教育厅,财经,高职(专科),102.994159,25.241027
昆明卫生职业学院,云南,云南省教育厅,医药,高职(专科),102.624714,24.648667
云南现代职业技术学院,云南,云南省教育厅,工科,高职(专科),102.837851,24.910630
云南旅游职业学院,云南,云南省教育厅,财经,高职(专科),102.709765,25.076838
红河卫生职业学院,云南,云南省教育厅,医药,高职(专科),103.377826,23.336867
云南外事外语职业学院,云南,云南省教育厅,语言,高职(专科),103.010973,25.240391
大理农林职业技术学院,云南,云南省教育厅,林业,高职(专科),100.150541,25.698481
云南财经职业学院,云南,云南省教育厅,财经,高职(专科),102.715732,25.092673
昆明铁道职业技术学院,云南,云南省教育厅,综合,高职(专科),102.825718,24.992179
昭通卫生职业学院,云南,云南省教育厅,医药,高职(专科),103.752991,27.387919
大理护理职业学院,云南,云南省教育厅,医药,高职(专科),100.300940,25.663172
云南水利水电职业学院,云南,云南省教育厅,综合,高职(专科),102.664754,25.092833
云南轻纺职业学院,云南,云南省教育厅,工科,高职(专科),102.710002,25.045806
云南特殊教育职业学院,云南,云南省教育厅,师范,高职(专科),102.883084,24.835421
云南工贸职业技术学院,云南,云南省教育厅,综合,高职(专科),102.475023,24.925922
云南交通运输职业学院,云南,云南省教育厅,综合,高职(专科),102.710002,25.045806
滇西应用技术大学,云南,云南省教育厅,综合,本科, , 
昆明幼儿师范高等专科学校,云南,云南省教育厅,师范,高职(专科),102.832891,24.880095
云南医药健康职业学院,云南,云南省教育厅,医药,高职(专科),102.710002,25.045806
云南理工职业学院,云南,云南省教育厅,综合,高职(专科),102.710002,25.045806
曲靖职业技术学院,云南,云南省教育厅,综合,高职(专科), , 
西藏农牧学院,西藏,西藏自治区教育厅,农业,本科, , 
西藏大学,西藏,西藏自治区教育厅,综合,本科/高职(专科),91.146780,29.645518
西藏民族大学,西藏,西藏自治区教育厅,民族,本科/高职(专科), , 
西藏藏医药大学,西藏,西藏自治区教育厅,医药,本科/高职(专科), , 
拉萨师范高等专科学校,西藏,西藏自治区教育厅,师范,高职(专科),91.124626,29.688245
西藏职业技术学院,西藏,西藏自治区教育厅,工科,高职(专科),91.068151,29.649824
西北大学,陕西,陕西省教育厅,综合,本科/高职(专科),108.927414,34.248524
西安交通大学,陕西,教育部,综合,本科,108.985650,34.250189
西北工业大学,陕西,工业和信息化部,工科,本科,108.904854,34.241802
西安理工大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.996089,34.221176
西安电子科技大学,陕西,教育部,工科,本科,108.915307,34.231049
西安工业大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.983039,34.377929
西安建筑科技大学,陕西,陕西省教育厅,工科,本科,108.965222,34.239635
西安科技大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.959762,34.223899
西安石油大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.653779,34.102838
陕西科技大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.979715,34.381171
西安工程大学,陕西,陕西省教育厅,工科,本科/高职(专科),109.186238,34.365140
长安大学,陕西,教育部,工科,本科,108.955053,34.228959
西北农林科技大学,陕西,教育部,农业,本科,108.078491,34.272434
陕西中医药大学,陕西,陕西省教育厅,医药,本科/高职(专科), , 
陕西师范大学,陕西,教育部,师范,本科,108.952560,34.204798
延安大学,陕西,陕西省教育厅,综合,本科/高职(专科),109.463028,36.619962
陕西理工大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.993220,34.251835
宝鸡文理学院,陕西,陕西省教育厅,师范,本科/高职(专科),107.210663,34.346859
咸阳师范学院,陕西,陕西省教育厅,师范,本科/高职(专科),108.728199,34.361419
渭南师范学院,陕西,陕西省教育厅,师范,本科/高职(专科),109.465193,34.491722
西安外国语大学,陕西,陕西省教育厅,语言,本科/高职(专科),108.950167,34.207049
西北政法大学,陕西,陕西省教育厅,政法,本科/高职(专科),108.916351,34.153564
西安体育学院,陕西,陕西省教育厅,体育,本科,108.935444,34.237487
西安音乐学院,陕西,陕西省教育厅,艺术,本科,108.943627,34.228506
西安美术学院,陕西,陕西省教育厅,艺术,本科/高职(专科),108.928096,34.218333
陕西工业职业技术学院,陕西,陕西省教育厅,工科,高职(专科),108.620754,34.093932
杨凌职业技术学院,陕西,陕西省教育厅,农业,高职(专科),108.082680,34.281178
西安文理学院,陕西,陕西省教育厅,师范,本科/高职(专科),108.913598,34.221011
榆林学院,陕西,陕西省教育厅,师范,本科/高职(专科),109.721541,38.293135
商洛学院,陕西,陕西省教育厅,综合,本科/高职(专科),109.955960,33.863487
安康学院,陕西,陕西省教育厅,综合,本科/高职(专科),109.034082,32.683587
西安培华学院,陕西,陕西省教育厅,财经,本科/高职(专科),108.934842,34.123065
西安财经大学,陕西,陕西省教育厅,财经,本科/高职(专科),109.096014,34.228638
西安邮电大学,陕西,陕西省教育厅,工科,本科/高职(专科),108.948713,34.213552
西安航空学院,陕西,陕西省教育厅,工科,本科/高职(专科),108.892280,34.262950
西安电力高等专科学校,陕西,陕西省教育厅,工科,高职(专科),108.985353,34.268190
西安医学院,陕西,陕西省教育厅,医药,本科/高职(专科),108.993764,34.384267
陕西能源职业技术学院,陕西,陕西省教育厅,工科,高职(专科),109.141996,34.326920
西安欧亚学院,陕西,陕西省教育厅,财经,本科/高职(专科),108.922733,34.177247
西安外事学院,陕西,陕西省教育厅,财经,本科/高职(专科),108.862899,34.227367
西安翻译学院,陕西,陕西省教育厅,语言,本科/高职(专科),109.009694,34.024113
西京学院,陕西,陕西省教育厅,工科,本科/高职(专科),108.929214,34.136330
陕西国防工业职业技术学院,陕西,陕西省教育厅,工科,高职(专科),108.620754,34.093932
西安航空职业技术学院,陕西,陕西省教育厅,工科,高职(专科),109.212844,34.656428
陕西财经职业技术学院,陕西,陕西省教育厅,财经,高职(专科), , 
陕西交通职业技术学院,陕西,陕西省教育厅,工科,高职(专科),108.939646,34.323553
陕西职业技术学院,陕西,陕西省教育厅,财经,高职(专科),108.990186,34.122228
西安思源学院,陕西,陕西省教育厅,工科,本科/高职(专科),109.079772,34.234871
西安高新科技职业学院,陕西,陕西省教育厅,工科,高职(专科),108.898635,34.085614
陕西国际商贸学院,陕西,陕西省教育厅,财经,本科/高职(专科),108.947750,34.223500
西安城市建设职业学院,陕西,陕西省教育厅,工科,高职(专科),108.777371,34.044235
陕西服装工程学院,陕西,陕西省教育厅,工科,本科/高职(专科),108.947884,34.223312
陕西铁路工程职业技术学院,陕西,陕西省教育厅,工科,高职(专科), , 
宝鸡职业技术学院,陕西,陕西省教育厅,师范,高职(专科),107.297249,34.340490
陕西航空职业技术学院,陕西,陕西省教育厅,工科,高职(专科),109.208434,34.651112
西安交通工程学院,陕西,陕西省教育厅,工科,本科,108.592330,34.113699
陕西电子信息职业技术学院,陕西,陕西省教育厅,工科,高职(专科),109.372291,34.118369
西安交通大学城市学院,陕西,陕西省教育厅,工科,本科,108.859569,34.370585
西北大学现代学院,陕西,陕西省教育厅,工科,本科,108.794487,34.049416
西安建筑科技大学华清学院,陕西,陕西省教育厅,工科,本科,109.016358,34.245291
西安财经大学行知学院,陕西,陕西省教育厅,财经,本科,109.096110,34.228474
陕西科技大学镐京学院,陕西,陕西省教育厅,工科,本科,108.946832,34.222585
西安工业大学北方信息工程学院,陕西,陕西省教育厅,工科,本科,109.109108,34.530178
延安大学西安创新学院,陕西,陕西省教育厅,综合,本科,109.463028,36.619962
西安电子科技大学长安学院,陕西,陕西省教育厅,工科,本科,108.839520,34.124462
陕西邮电职业技术学院,陕西,陕西省教育厅,工科,高职(专科), , 
西安海棠职业学院,陕西,陕西省教育厅,工科,高职(专科),109.082132,34.229664
西安汽车职业大学,陕西,陕西省教育厅,工科,高职(专科),109.103115,34.212327
西安健康工程职业学院,陕西,陕西省教育厅,工科,高职(专科),108.745597,34.019983
陕西警官职业学院,陕西,陕西省教育厅,政法,高职(专科),109.003850,34.241375
西北工业大学明德学院,陕西,陕西省教育厅,综合,本科,108.769745,34.030445
陕西经济管理职业技术学院,陕西,陕西省教育厅,财经,高职(专科),108.934839,34.241909
西安铁路职业技术学院,陕西,陕西省教育厅,工科,高职(专科),108.954438,34.291312
咸阳职业技术学院,陕西,陕西省教育厅,综合,高职(专科),108.734763,34.294643
西安职业技术学院,陕西,陕西省教育厅,综合,高职(专科),108.989533,34.302222
商洛职业技术学院,陕西,陕西省教育厅,综合,高职(专科),109.910725,33.878901
汉中职业技术学院,陕西,陕西省教育厅,综合,高职(专科),106.977161,33.164212
延安职业技术学院,陕西,陕西省教育厅,综合,高职(专科),109.408380,36.629858
渭南职业技术学院,陕西,陕西省教育厅,综合,高职(专科),109.476984,34.496628
安康职业技术学院,陕西,陕西省教育厅,综合,高职(专科),108.997003,32.692723
铜川职业技术学院,陕西,陕西省教育厅,综合,高职(专科),108.933278,34.885416
陕西青年职业学院,陕西,陕西省教育厅,综合,高职(专科),108.932715,34.248178
陕西工商职业学院,陕西,陕西省教育厅,工科,高职(专科),108.872478,34.163360
西安信息职业大学,陕西,陕西省教育厅,工科,高职(专科),108.940174,34.341568
陕西旅游烹饪职业学院,陕西,陕西省教育厅,综合,高职(专科),108.946750,34.259500
长安大学兴华学院,陕西,陕西省教育厅,工科,本科,108.861661,34.238600
西安理工大学高科学院,陕西,陕西省教育厅,工科,本科,108.898635,34.085614
西安科技大学高新学院,陕西,陕西省教育厅,工科,本科/高职(专科),108.884304,34.104003
西安医学高等专科学校,陕西,陕西省教育厅,医药,高职(专科),108.729761,34.111342
榆林职业技术学院,陕西,陕西省教育厅,工科,高职(专科),110.478368,38.882964
陕西学前师范学院,陕西,陕西省教育厅,师范,本科,108.952556,34.226754
陕西艺术职业学院,陕西,陕西省教育厅,艺术,高职(专科),109.103115,34.212327
神木职业技术学院,陕西,陕西省教育厅,综合,高职(专科),110.476382,38.885633
